都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,郵便番号,区,所在地1,所在地2,緯度,経度,電話番号,設置主体,定員,開所時間,閉所時間,保育標準開始時間,保育標準終了時間,保育短時間開始時間,保育短時間終了時間,一時預かり事業の種類,基本的な利用できる曜日,基本的な利用できる時間（開始時間）,基本的な利用できる時間（終了時間）,基本的な利用できる歳児,予約を開始する概ねの時期,利用料、免除基準,備考（一時預かり）,募集人数・申込人数の該当月,募集人数（0歳）,募集人数（1歳）,募集人数（2歳）,募集人数（3歳）,募集人数（4歳）,募集人数（5歳）,申込人数（0歳）,申込人数（1歳）,申込人数（2歳）,申込人数（3歳）,申込人数（4歳）,申込人数（5歳）,申込数集計日,備考
221309,41111,静岡県,浜松市,ルミーナプレスクール,ルミーナプレスクール,4350016,中央区,浜松市中央区和田町315,,34.715401,137.773225,（053）463-1278,（福）浜松児童福祉園,120,7:00,18:30,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,11,3,6,1,0,0,2025-12-19,
221309,41112,静岡県,浜松市,みどり保育園,ミドリホイクエン,4313123,中央区,浜松市中央区有玉西町1222,,34.762459,137.744593,（053）433-9734,（福）明康会,160,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（6か月から）,1歳児,2歳児,3歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,2,0,0,0,0,0,27,3,5,0,0,0,2025-12-19,
221309,41113,静岡県,浜松市,どんぐり保育園,ドングリホイクエン,4313111,中央区,浜松市中央区中郡町1872,,34.769595,137.782151,（053）433-5330,（福）みんなの森福祉会,90,7:20,18:30,7:20,18:20,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,15:45,"1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,14,3,2,0,0,0,2025-12-19,
221309,41114,静岡県,浜松市,イーエーエスはんだやま保育園,イーエーエスハンダヤマホイクエン,4313125,中央区,浜松市中央区半田山二丁目24-3,,34.769797,137.735572,（053）432-7076,（学）倉橋学園,60,7:00,18:30,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（産休明から）,5歳児",随時,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,3,4,0,0,0,0,2025-12-19,
221309,41115,静岡県,浜松市,生命の樹保育園,セイメイノキホイクエン,4328005,中央区,浜松市中央区神ケ谷町8291-4,,34.730049,137.683405,（053）485-0524,（福）生命の樹会,60,7:00,18:30,7:00,18:00,8:30,16:30,実施していない,,,,,,,,令和8年2月,1,0,0,0,1,0,9,0,0,2,0,0,2025-12-19,
221309,41116,静岡県,浜松市,わかくさ保育園,ワカクサホイクエン,4328061,中央区,浜松市中央区入野町920-1,,34.697696,137.695347,（053）448-7777,（福）わかくさ会,150,7:00,18:30,7:00,18:00,9:00,17:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,7,2,0,0,2,0,2025-12-19,
221309,41119,静岡県,浜松市,ヒーローズ浜松西保育園,ヒーローズハママツニシホイクエン,4310103,中央区,浜松市中央区雄踏二丁目6-21,,34.694957,137.641399,（053）592-8236,（株）ヒーローズキッズ,160,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,1,0,0,0,0,1,10,0,1,0,0,0,2025-12-19,
221309,41120,静岡県,浜松市,伊左地保育園,イサジホイクエン,4311112,中央区,浜松市中央区大人見町2966,,34.740110,137.661850,（053）485-2700,（福）伊左地会,120,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:30,"0歳児（6か月から）,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,2,0,0,1,6,0,0,1,0,0,2025-12-19,
221309,41121,静岡県,浜松市,チャイルドスクエア浜松篠原,チャイルドスクエアハママツシノハラ,4310201,中央区,浜松市中央区篠原町22451,,34.683198,137.673114,（053）415-2525,（福）カナの会,60,7:15,19:15,7:15,18:15,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日,土曜日",7:15,18:15,"0歳児（産休明から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,1,1,1,0,4,2,0,1,0,0,2025-12-19,
221309,41122,静岡県,浜松市,ヒーローズさなるこ保育園,ヒーローズサナルコホイクエン,4328061,中央区,浜松市中央区入野町10659,,34.694864,137.678710,（053）543-6282,（福）英雄会,90,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,4,15,6,3,2,0,0,2025-12-19,
221309,41118,静岡県,浜松市,つばき保育園,ツバキホイクエン,4328005,中央区,浜松市中央区神ケ谷町2042,,34.713835,137.676001,（053）485-9000,（福）はなぞの会,70,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",随時,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,5,2,1,0,1,0,2025-12-19,
221309,41123,静岡県,浜松市,エオスプレスクール,エオスプレスクール,4300835,中央区,浜松市中央区遠州浜四丁目1-2,,34.655564,137.776041,（053）425-7435,（福）浜松児童福祉園,90,7:15,18:45,7:15,18:15,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（12か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,2,1,0,0,4,0,0,0,0,0,2025-12-19,
221309,41125,静岡県,浜松市,ひまわり保育園,ヒマワリホイクエン,4338103,中央区,浜松市中央区豊岡町317-2,,34.790974,137.734101,（053）420-2700,（福）向日葵会,110,7:00,19:00,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,0,0,0,2,2,0,0,0,0,2025-12-19,
221309,41126,静岡県,浜松市,はらっぱ保育園,ハラッパホイクエン,4338101,中央区,浜松市中央区三幸町440-10,,34.804003,137.724447,（053）482-9207,（福）たんぽぽ会,120,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児",おおむね2か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,1,0,0,0,2,0,0,0,0,0,0,0,2025-12-19,
221309,41127,静岡県,浜松市,ひまわり第二保育園,ヒマワリダイニホイクエン,4338103,中央区,浜松市中央区豊岡町474-1,,34.793944,137.715696,（053）420-8000,（福）向日葵会,120,7:00,19:00,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,0,0,0,0,2,0,0,0,0,2025-12-19,
221309,41128,静岡県,浜松市,たんぽぽ保育園,タンポポホイクエン,4338112,中央区,浜松市中央区初生町33-1,,34.756830,137.731981,（053）488-8700,（福）たんぽぽ会,130,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（11か月から）,1歳児,2歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,7,2,3,2,1,0,2025-12-19,
221309,41129,静岡県,浜松市,ひがしみかた保育園,ヒガシミカタホイクエン,4338104,中央区,浜松市中央区東三方町519-5,,34.785006,137.737035,（053）401-1231,（福）太豊会,120,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:30,18:00,"0歳児（8か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,13,2,0,1,0,0,2025-12-19,
221309,41130,静岡県,浜松市,はぐみなの風保育園,ハグミナノカゼホイクエン,4338108,中央区,浜松市中央区根洗町693,,34.797806,137.699377,（053）414-8937,（同）MiMoチルコロ,70,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日,土曜日",8:30,16:30,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,1,0,0,0,0,0,3,4,2,1,0,0,2025-12-19,
221309,41201,静岡県,浜松市,細江保育園,ホソエホイクエン,4311305,浜名区,浜松市浜名区細江町気賀431,,34.807446,137.652091,（053）522-0596,（福）細江会,160,7:15,19:15,7:15,18:15,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:00,17:00,"0歳児（12か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,4,1,1,0,0,0,2025-12-19,
221309,41202,静岡県,浜松市,チャイルドスクエア浜松三ヶ日,チャイルドスクエアハママツミッカビ,4311414,浜名区,浜松市浜名区三ヶ日町三ヶ日916-70,,34.802870,137.549787,（053）524-4188,（福）カナの会,60,7:15,19:15,7:15,18:15,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日,土曜日",9:30,16:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,1,1,1,7,1,1,0,0,0,2025-12-19,
221309,41203,静岡県,浜松市,れんりの子,レンリノコ,4312102,浜名区,浜松市浜名区都田町8503-19,,34.814530,137.732320,（053）428-3500,愛管（株）,60,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね3週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,5,3,0,0,0,0,2025-12-19,
221309,41204,静岡県,浜松市,くすのき保育園,クスノキホイクエン,4340034,浜名区,浜松市浜名区高畑897,,34.797783,137.798921,（053）589-3340,（福）みんなの森福祉会,120,7:20,18:30,7:20,18:20,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"1歳児,2歳児,3歳児,4歳児,5歳児",随時,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,7,4,2,0,0,0,2025-12-19,
221309,41205,静岡県,浜松市,浜北西保育園,ハマキタニシホイクエン,4340003,浜名区,浜松市浜名区新原4284-1,,34.811603,137.765511,（053）585-5590,（福）全人会,120,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:30,16:30,"0歳児（12か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,1,0,0,0,0,0,7,1,3,1,0,0,2025-12-19,
221309,41206,静岡県,浜松市,はなのこ保育園,ハナノコホイクエン,4340044,浜名区,浜松市浜名区内野619-5,,34.785591,137.752081,（053）586-3300,（有）ベリス学園,70,7:00,19:00,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-19,
221309,41207,静岡県,浜松市,ヒーローズはまきた保育園,ヒーローズハマキタホイクエン,4340034,浜名区,浜松市浜名区高畑474,,34.793254,137.797185,（053）585-6161,（株）ヒーローズホールディングス,110,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,9,12,1,2,0,0,2025-12-19,
