都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,郵便番号,区,所在地1,所在地2,緯度,経度,電話番号,設置主体,定員,開所時間,閉所時間,保育標準開始時間,保育標準終了時間,保育短時間開始時間,保育短時間終了時間,一時預かり事業の種類,基本的な利用できる曜日,基本的な利用できる時間（開始時間）,基本的な利用できる時間（終了時間）,基本的な利用できる歳児,予約を開始する概ねの時期,利用料、免除基準,備考（一時預かり）,募集人数・申込人数の該当月,募集人数（0歳）,募集人数（1歳）,募集人数（2歳）,募集人数（3歳）,募集人数（4歳）,募集人数（5歳）,申込人数（0歳）,申込人数（1歳）,申込人数（2歳）,申込人数（3歳）,申込人数（4歳）,申込人数（5歳）,申込数集計日,備考
221309,51138,静岡県,浜松市,ヒーローズおおひらだい保育園,ヒーローズオオヒラダイホイクエン,4340038,中央区,浜松市中央区大平台二丁目17-28,,34.716275,137.682556,(053)489-5366,（株）ヒーローズホールディングス,19,7:00,19:00,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,,,,3,1,0,,,,2025-12-19,
221309,51139,静岡県,浜松市,すこやか保育園,スコヤカホイクエン,4300853,中央区,浜松市中央区三島町103-1,,34.689482,137.738408,(053)444-3730,（一社）光美会,19,7:30,19:00,7:30,18:30,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,,,,1,0,0,,,,2025-12-19,
221309,51140,静岡県,浜松市,ニチイキッズ南浜松保育園,ニチイキッズミナミハママツホイクエン,4350034,中央区,浜松市中央区安松町12-10,,34.692850,137.768216,(053)467-5031,（株）ニチイ学館,19,7:00,18:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（産休明から）,1歳児,2歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,,,,0,0,0,,,,2025-12-19,
221309,51141,静岡県,浜松市,みつばち保育園,ミツバチホイクエン,4300854,中央区,浜松市中央区瓜内町844-3,,34.687713,137.736083,(053)444-3282,（株）A'sBee,18,7:30,18:30,7:30,18:30,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,1,0,,,,2,0,0,,,,2025-12-19,
221309,51142,静岡県,浜松市,えんのき保育園,エンノキホイクエン,4300816,中央区,浜松市中央区参野町128,,34.693708,137.755446,(053)424-6822,（福）明生会,12,7:00,18:30,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,,,,6,1,2,,,,2025-12-19,
221309,51143,静岡県,浜松市,こどものおうち　すぃーとぴー,コドモノオウチスイートピー,4300814,中央区,浜松市中央区恩地町297-2,,34.687180,137.762310,(053)427-2332,（学）頭陀寺学園,12,7:00,19:00,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,,,,3,0,0,,,,2025-12-19,
221309,51144,静岡県,浜松市,たいようナーサリールーム,タイヨウナーサリールーム,4350028,中央区,浜松市中央区飯田町1461-1,,34.706564,137.781299,(053)424-6630,（福）若葉会,12,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:30,16:30,"0歳児（6か月から）,1歳児,2歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,,,,0,0,0,,,,2025-12-19,
221309,51145,静岡県,浜松市,ゆりのき保育園,ユリノキホイクエン,4300853,中央区,浜松市中央区三島町1226-2,,34.688890,137.747430,(053)424-8911,（福）明生会,12,7:00,18:30,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,,,,6,0,1,,,,2025-12-19,
221309,51146,静岡県,浜松市,なごみ保育室,ナゴミホイクシツ,4338105,中央区,浜松市中央区三方原町1364-5,,34.783410,137.711570,(053)525-9666,（福）和光会,12,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（11か月から）,1歳児,2歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,2,,,,1,3,1,,,,2025-12-19,
221309,51147,静岡県,浜松市,もくば保育園,モクバホイクエン,4338112,中央区,浜松市中央区初生町1303-5,,34.770331,137.715916,(053)437-5300,（同）もくば,17,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:30,16:30,"0歳児（6か月から）,1歳児,2歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,1,0,0,,,,1,0,0,,,,2025-12-19,
221309,51148,静岡県,浜松市,"nursery garden こぐま",ナーサリーガーデンコグマ,4338103,中央区,浜松市中央区豊岡町416-2,,34.792233,137.728568,(053)401-1780,（学）空華学園,9,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"0～2歳児は市の基準により実施、3歳以上児は園が独自に設定　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,,,,0,0,0,,,,2025-12-19,
221309,51149,静岡県,浜松市,"nursery ちいさいおうち",ナーサリーチイサイオウチ,4338103,中央区,浜松市中央区豊岡町416-4,,34.792232,137.728583,(053)401-0740,（学）空華学園,9,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"0～2歳児は市の基準により実施、3歳以上児は園が独自に設定　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,1,0,0,,,,0,0,0,,,,2025-12-19,
221309,51201,静岡県,浜松市,ヒーローズ貴布祢保育園,ヒーローズキブネホイクエン,4340038,浜名区,浜松市浜名区貴布祢2484,,34.800574,137.786149,(053)443-9290,（株）ヒーローズホールディングス,19,7:00,19:00,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,,,,4,3,0,,,,2025-12-19,
221309,51202,静岡県,浜松市,トットハウス浜北なかぜ,トットハウスハマキタナカゼ,4340012,浜名区,浜松市浜名区中瀬2628-16,,34.837116,137.809693,(053)401-5360,（株）トットメイト,19,7:00,19:00,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,,,,3,2,0,,,,2025-12-19,
221309,51203,静岡県,浜松市,浜名の星保育園,ハマナノホシホイクエン,4340042,浜名区,浜松市浜名区小松514,,34.793898,137.776418,(053)544-5885,コツヨシ（株）,19,7:00,19:00,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,1,,,,3,4,0,,,,2025-12-19,
